Wall time,Step,Value,Smoothed
1579554719.16228,23725398.00000,-282.07892,2.01818
1579554719.16713,23724092.00000,22.18881,2.01950
1579554719.16823,23725676.00000,54.57395,0.95351
1579554719.17046,23726069.00000,-20.57963,0.78005
1579554839.05938,23855148.00000,12.91330,0.81005
1579554839.08404,23856563.00000,78.49854,0.69432
1579554839.09032,23855380.00000,82.72079,0.54025
1579554959.52598,23987957.00000,-61.39997,0.53625
1579554959.53395,23988050.00000,78.61327,0.66053
1579554959.54580,23986936.00000,-24.02630,0.48210
1579554959.55276,23987969.00000,-39.03662,0.26907
1579555079.18126,24119016.00000,-400.72607,0.06869
1579555259.15509,24314911.00000,82.26557,-0.09954
1579555318.68959,24381374.00000,82.58280,-0.07086
1579555378.62754,24445039.00000,45.47859,0.24067
1579555378.65420,24446950.00000,-294.32129,0.23700
1579555438.41786,24511613.00000,77.34335,0.34460
1579555498.03909,24576961.00000,77.81330,0.36217
1579555557.72037,24643195.00000,-98.71420,0.33012
1579555617.33544,24707411.00000,76.14135,0.31799
1579555795.60447,24904667.00000,84.80173,0.32093
1579555855.10633,24970831.00000,84.75851,0.43051
1579555855.10895,24969986.00000,79.88320,0.42922
1579555855.12037,24971179.00000,84.10906,0.61074
1579555914.71784,25035500.00000,69.03208,0.61692
1579556033.70088,25167550.00000,53.42191,0.33470
1579556033.70376,25167279.00000,52.35362,0.20106
1579556033.70947,25167772.00000,81.03207,0.20215
1579556153.03731,25297988.00000,84.28611,0.30130
1579556212.49637,25363042.00000,1.64617,0.01453
1579556332.29322,25494922.00000,83.40344,-0.01094
1579556392.20731,25560643.00000,78.17098,0.08647
1579556571.37517,25756579.00000,-610.83551,0.09596
1579556630.97896,25821268.00000,-49.65143,-0.04554
1579556631.00225,25821614.00000,-103.66192,-0.16206
1579556690.53666,25888760.00000,83.19685,-0.13082
1579556750.19072,25952668.00000,82.48033,-0.25202
1579556750.20229,25953941.00000,-110.64217,-0.25336
1579556750.20745,25953248.00000,-37.87037,-0.37899
1579556810.05352,26019572.00000,-49.00126,-0.45240
1579556930.01044,26150687.00000,-10.23739,-0.44878
1579556930.03020,26150386.00000,79.58741,-0.44899
1579557049.74956,26280487.00000,-300.58749,-0.41518
1579557288.59173,26542534.00000,-20.82981,-0.31695
1579557288.59656,26543293.00000,83.30562,-0.46473
1579557407.80168,26674469.00000,78.14526,-0.45196
1579557645.82718,26935489.00000,81.61747,-0.47216
1579558063.53462,27395691.00000,81.44341,-0.55532
1579558123.20023,27459655.00000,79.43958,-0.64529
1579558183.03621,27526352.00000,0.21752,-0.55084
1579558302.42224,27656656.00000,-50.17712,-0.41274
1579558362.19018,27723609.00000,80.57307,-0.40389
1579558362.21001,27721977.00000,-39.80890,-0.37856
1579558422.13504,27787827.00000,-32.91328,-0.35792
1579558482.02904,27854302.00000,-58.18442,-0.29921
1579558482.04617,27854711.00000,80.79626,-0.24114
1579558482.05908,27852826.00000,-65.72629,-0.32481
1579558721.29545,28116072.00000,78.53410,-0.30298
1579558721.31040,28116730.00000,87.53513,-0.39740
1579558721.31499,28116324.00000,81.83026,-0.49920
1579558960.06414,28378212.00000,41.89622,-0.60312
1579558960.09538,28377624.00000,81.18746,-0.69709
1579559079.21350,28510033.00000,-67.82262,-0.63901
1579559198.39433,28640161.00000,80.92840,-0.73973
1579559257.67280,28704915.00000,-126.37688,-0.73218
1579559257.69250,28705628.00000,84.63323,-0.82909
1579559317.17878,28770627.00000,62.66511,-0.92904
1579559317.18753,28770903.00000,-81.35425,-0.91495
1579559496.61395,28967078.00000,-111.08895,-0.90306
1579559556.39238,29034401.00000,-83.07647,-0.99460
1579559616.29080,29099959.00000,75.91848,-0.91339
1579559616.29214,29099881.00000,-40.53010,-1.00728
1579559616.30127,29098860.00000,73.37035,-0.98607
1579559676.16046,29164611.00000,78.07569,-0.93313
1579559795.83265,29295670.00000,-278.88113,-0.67217
1579559855.56478,29362152.00000,55.92032,-0.77113
1579559915.55645,29427197.00000,-20.95934,-0.84194
1579559915.59610,29427117.00000,-10.37247,-0.94001
1579560273.84046,29820731.00000,-17.52074,-0.89167
1579560273.88272,29820782.00000,83.97612,-0.88095
1579560333.84882,29884986.00000,85.56371,-0.98843
1579560393.90054,29951347.00000,-19.16477,-1.10062
1579560393.90626,29950546.00000,78.45700,-1.02718
1579560453.97014,30016076.00000,83.22266,-1.06924
1579560513.80661,30082475.00000,88.13628,-1.16339
1579560573.66837,30146722.00000,-71.18440,-1.26828
1579560932.94295,30541351.00000,81.55167,-1.35129
1579560992.67286,30607174.00000,83.22863,-1.45276
1579561171.78471,30803205.00000,-31.18175,-1.55548
1579561171.80070,30802530.00000,-142.49409,-1.66170
1579561171.80373,30803230.00000,28.25245,-1.65413
1579561411.09840,31064915.00000,-21.60475,-1.41999
1579561470.72304,31130861.00000,-39.18567,-1.52536
1579561649.68530,31327520.00000,78.61197,-1.62533
1579561769.11050,31459272.00000,86.70148,-1.72644
1579561828.82045,31524234.00000,83.17863,-1.82502
1579561828.82072,31524651.00000,83.43395,-1.76233
1579561888.60268,31589767.00000,-49.88020,-1.86504
1579562008.24145,31720834.00000,-8.03432,-1.96839
1579562128.59391,31851141.00000,82.73737,-1.70133
1579562188.31806,31916695.00000,87.14816,-1.77924
1579562248.53768,31982512.00000,85.10996,-1.88701
1579562368.68745,32113475.00000,79.74950,-1.86191
1579562429.03967,32178288.00000,83.74676,-1.95759
1579562489.24640,32244921.00000,80.50923,-2.02835
1579562669.26362,32440814.00000,3.00782,-2.10861
1579562669.27084,32441694.00000,83.48219,-2.05037
1579562669.27215,32441845.00000,54.40785,-2.12972
1579562789.27862,32571684.00000,81.29587,-2.06670
1579562969.40256,32768332.00000,76.78098,-2.17398
1579563029.41927,32834087.00000,-38.45942,-2.10184
1579563029.42695,32835286.00000,-39.43532,-2.08189
1579563089.60426,32900935.00000,-14.55326,-2.00029
1579563209.33352,33030660.00000,84.45486,-2.08513
1579563269.42295,33097341.00000,69.87952,-2.17790
1579563269.43652,33097373.00000,-20.11042,-2.26145
1579563329.30042,33162804.00000,86.91705,-2.08218
1579563389.06289,33227832.00000,-42.84988,-2.02029
1579563448.54888,33294314.00000,-135.44281,-2.12210
1579563508.24465,33358312.00000,83.52276,-2.10078
1579563508.28254,33359128.00000,87.72115,-2.08334
1579563568.00075,33425249.00000,81.31336,-2.16513
1579563627.73252,33490935.00000,77.71344,-2.25634
1579563747.09916,33620760.00000,81.27767,-2.15687
1579563807.05003,33686058.00000,85.53474,-2.24728
1579563867.06585,33751109.00000,-6.37484,-2.19693
1579564047.02012,33949476.00000,-114.10521,-2.17662
1579564226.28123,34145757.00000,-36.07120,-2.11091
1579564286.23255,34211586.00000,-39.15237,-2.05124
1579564346.23896,34276490.00000,-19.49573,-1.99553
1579564466.15867,34407510.00000,-52.79984,-2.09620
1579564466.16917,34408213.00000,83.26294,-2.19591
1579564526.10016,34472991.00000,87.11879,-2.29766
1579564824.37979,34801414.00000,83.39555,-2.40006
1579564884.27248,34866615.00000,84.41396,-2.50785
1579564943.93930,34931941.00000,83.68700,-2.38101
1579565483.19074,35522420.00000,77.44193,-2.41428
1579565483.19125,35520655.00000,77.64973,-2.48537
1579565483.20206,35521486.00000,81.69841,-2.58586
1579565543.23973,35587807.00000,69.63686,-2.68551
1579565603.23350,35651702.00000,-40.24202,-2.66044
1579565663.24121,35717883.00000,87.22788,-2.76260
1579565723.11997,35783882.00000,83.63550,-2.70122
1579565963.31365,36046333.00000,-19.07715,-2.80680
1579566023.08911,36112297.00000,84.22191,-2.88273
1579566142.78189,36243433.00000,59.47673,-2.98248
1579566142.78376,36242790.00000,-31.96374,-2.97018
1579566142.79066,36242576.00000,-38.91679,-2.90208
1579566262.56783,36372536.00000,-40.29935,-2.96836
1579566262.59595,36373319.00000,-19.77711,-2.88719
1579566322.46746,36438147.00000,81.06290,-2.85980
1579566382.34603,36504031.00000,-46.50307,-2.96370
1579566501.59613,36636245.00000,-678.30072,-2.94610
1579566561.23141,36700532.00000,-35.73214,-2.92532
1579566561.25033,36700666.00000,59.13477,-3.03201
1579566620.76020,36766823.00000,83.39183,-2.95880
1579566740.24829,36897862.00000,82.82372,-2.91728
1579567159.62709,37355776.00000,84.21835,-3.02336
1579567159.63154,37357356.00000,76.78122,-3.11781
1579567159.64692,37355961.00000,55.49446,-3.22014
1579567219.25994,37421843.00000,83.45696,-3.11326
1579567279.23794,37487309.00000,-6.48975,-3.21522
1579567339.08766,37552416.00000,79.35960,-3.14302
1579567518.84465,37749029.00000,-278.43558,-3.07696
1579567578.53898,37814641.00000,-160.54445,-3.17714
1579567817.27771,38076996.00000,82.37252,-3.08240
1579567876.93552,38143825.00000,-37.62829,-2.76777
1579567936.71197,38208669.00000,86.31753,-2.64669
1579568056.31014,38339044.00000,-24.45381,-2.75071
1579568056.32316,38338713.00000,81.18290,-2.85365
1579568175.85144,38470122.00000,-36.91086,-2.79575
1579568295.33286,38602060.00000,63.88810,-2.70317
1579568355.10858,38667991.00000,45.10847,-2.79082
1579568355.13751,38667592.00000,74.99081,-2.89042
1579568414.94132,38732480.00000,-120.57366,-2.34878
1579568414.96379,38732730.00000,80.56783,-2.17427
1579568414.97513,38732004.00000,57.18576,-2.11581
1579568534.69969,38864240.00000,87.21181,-2.21784
1579568594.47975,38930258.00000,87.64083,-2.32449
1579568653.98827,38995466.00000,-14.62654,-2.42770
1579568653.98941,38994273.00000,76.65720,-2.41649
1579568653.99265,38994907.00000,75.19379,-1.98531
1579568713.67954,39059720.00000,-50.94476,-1.95182
1579568713.68114,39061097.00000,83.08514,-2.05469
1579568713.70855,39060509.00000,84.54362,-1.99164
1579568833.55212,39191467.00000,85.86966,-1.92337
1579568953.07775,39323050.00000,-2.32597,-2.00917
1579569072.26035,39453229.00000,80.42220,-1.98595
1579569131.77478,39519355.00000,80.57495,-1.96982
1579569191.75316,39585588.00000,-32.77821,-2.05287
1579569311.49016,39715453.00000,84.58736,-2.03299
1579569430.77113,39847109.00000,-12.32883,-1.96465
1579569789.45080,40240009.00000,82.14536,-1.94186
1579569789.47755,40239741.00000,-246.32683,-2.04891
1579569789.48127,40240183.00000,80.52220,-2.15550
1579569849.55915,40305058.00000,77.89765,-2.25593
1579569849.59030,40306179.00000,77.60736,-1.85112
1579569909.28675,40370544.00000,-38.81969,-1.73873
1579569969.09944,40437053.00000,-43.48713,-1.79373
1579570088.27173,40567692.00000,42.81276,-1.76472
1579570088.27638,40568114.00000,-47.69991,-1.76521
1579570624.93384,41157438.00000,-45.72645,-1.31128
1579570684.60465,41222328.00000,82.93186,-1.42066
1579570863.46559,41419268.00000,-90.93295,-1.36417
1579570863.48648,41420308.00000,-98.58562,-1.15380
1579571102.04961,41681124.00000,-69.91366,-1.25924
1579571102.06119,41681860.00000,-70.57250,-1.34023
1579571161.69945,41748361.00000,-187.52983,-1.20378
1579571221.31358,41812776.00000,-47.86449,-1.28421
1579571281.09679,41879353.00000,-36.47999,-1.39212
1579571520.42622,42141688.00000,-60.24327,-1.49814
1579571520.42743,42141647.00000,60.81890,-1.60085
1579571580.38073,42206502.00000,83.15884,-1.70081
1579571640.11791,42270820.00000,-37.66596,-1.78377
1579571759.42747,42402602.00000,-138.48201,-1.88684
1579571938.66742,42599980.00000,82.55384,-1.99615
1579571938.69663,42598849.00000,-161.68607,-2.09634
1579572058.03138,42730788.00000,82.98401,-2.16336
1579572118.02101,42795215.00000,-58.25520,-2.26912
1579572118.03718,42796303.00000,83.77602,-2.37739
1579572177.89073,42862562.00000,82.57652,-2.48340
1579572297.78625,42993368.00000,80.79276,-2.58543
1579572297.79665,42992759.00000,81.24431,-2.37274
1579572297.80232,42992344.00000,-148.70670,-2.16730
1579572417.56022,43123988.00000,-496.54449,-2.25434
1579572477.46802,43188328.00000,-61.27388,-2.35371
1579572597.52978,43319755.00000,-37.06195,-2.45757
1579572657.59696,43384983.00000,-235.48216,-2.37850
1579572717.37264,43452236.00000,-565.36084,-2.35980
1579572717.41790,43452021.00000,54.40742,-2.45908
1579572837.10707,43581723.00000,-46.32962,-2.36983
1579572957.31443,43713474.00000,-35.08875,-2.13782
1579573017.56872,43779703.00000,-22.37850,-2.21329
1579573137.96460,43910791.00000,57.66948,-2.13853
1579573137.98442,43910700.00000,-55.02421,-2.11011
1579573198.01821,43975843.00000,-42.71122,-2.07198
1579573198.04649,43974705.00000,-47.86196,-1.95754
1579573556.92502,44368441.00000,83.23846,-2.06329
1579573616.81084,44435195.00000,-41.00683,-2.13052
1579573676.87231,44499921.00000,85.20021,-2.11989
1579573676.87733,44500136.00000,-77.08659,-2.12468
1579573676.89510,44499058.00000,79.91291,-2.22186
1579573676.91251,44499165.00000,60.71976,-1.78751
1579573796.59160,44631643.00000,-16.70640,-1.84507
1579573915.84057,44762391.00000,-266.58920,-1.92165
1579573915.87612,44761261.00000,82.53524,-2.02275
1579573975.89506,44828668.00000,-33.74621,-1.61091
1579574095.61777,44959477.00000,-50.72673,-1.71202
1579574095.63128,44958461.00000,-19.07510,-1.53038
1579574155.66095,45024183.00000,-60.09424,-1.41284
1579574215.82861,45090163.00000,-116.63248,-1.36172
1579574275.41698,45154598.00000,80.26548,-1.14580
1579574335.27199,45220365.00000,61.44893,-1.24173
1579574335.27482,45221638.00000,-51.60836,-1.21879
1579574395.06660,45285564.00000,59.00846,-1.32553
1579574395.08537,45285804.00000,-17.18277,-1.42706
1579574395.08670,45285654.00000,-12.62228,-1.52720
1579574455.11249,45351583.00000,84.02112,-1.59798
1579574514.62573,45417116.00000,85.01395,-1.53867
1579574694.16660,45614447.00000,-17.96478,-1.64620
1579574694.19080,45615043.00000,-19.12219,-1.74834
1579574694.20312,45614866.00000,-36.33693,-1.69704
1579574813.20130,45744364.00000,-45.14682,-1.80017
1579574873.47456,45811581.00000,-31.34851,-1.89326
1579574873.49823,45811309.00000,83.15790,-1.83195
1579575053.03465,46006371.00000,-562.00592,-1.77322
1579575053.05829,46006734.00000,-128.98460,-1.67965
1579575053.05943,46007577.00000,-62.73403,-1.78974
1579575113.00436,46072150.00000,83.66875,-1.88508
1579575173.44908,46138988.00000,87.82882,-1.98447
1579575173.46072,46138214.00000,73.54546,-2.08447
1579575318.82716,46268989.00000,53.03316,-2.00773
1579575502.46174,46465371.00000,41.65755,-1.93456
1579575564.50344,46530939.00000,-58.47396,-1.92432
1579575624.70393,46597000.00000,-42.66427,-2.02738
1579575924.03461,46925763.00000,86.88143,-2.12977
1579576043.08688,47055929.00000,-41.31017,-2.22715
1579576162.28169,47187103.00000,80.29453,-2.08167
1579576341.46511,47384120.00000,53.43110,-2.19020
1579576341.50003,47383359.00000,82.81255,-2.29464
1579576401.42314,47449295.00000,84.41428,-2.18099
1579576461.51254,47514584.00000,84.38593,-2.28811
1579576521.00607,47580639.00000,83.91724,-2.19649
1579576521.03173,47580092.00000,82.63294,-2.30503
1579576581.04036,47644867.00000,83.42848,-2.28853
1579576581.06858,47646105.00000,-46.95414,-2.25780
1579576581.07377,47646381.00000,78.18684,-2.27100
1579576640.61863,47711337.00000,-95.68300,-2.11645
1579576760.28069,47842807.00000,84.42792,-2.21555
1579576760.30766,47842157.00000,-20.58677,-2.32267
1579576879.91536,47973649.00000,85.34528,-2.31438
1579577059.36471,48169697.00000,-152.37994,-2.41466
1579577238.55185,48365763.00000,79.00726,-2.49351
1579577298.31736,48432941.00000,81.96964,-2.59339
1579577358.37446,48498147.00000,67.89405,-2.47968
1579577478.11717,48628949.00000,83.79813,-2.58009
1579577538.05343,48693655.00000,80.18204,-2.57036
1579577538.05923,48693349.00000,-62.90329,-2.62639
1579577538.08215,48693650.00000,82.30836,-2.70443
1579577658.02965,48825996.00000,85.31167,-2.61016
1579577658.03806,48824723.00000,63.56995,-2.71470
1579577718.04109,48890774.00000,74.64244,-2.82000
1579577778.09400,48955619.00000,81.96249,-2.91010
1579577837.65874,49021269.00000,63.52748,-2.83654
1579577897.78684,49087709.00000,-157.20569,-2.62045
1579577897.83249,49087241.00000,84.79010,-2.19867
1579578019.42817,49217866.00000,84.28875,-1.86105
1579578094.12787,49283546.00000,-59.51318,-1.74512
1579578094.13828,49284276.00000,83.31483,-1.57405
1579578094.14659,49283425.00000,82.80684,-1.11567
1579578160.16949,49349714.00000,84.32014,-1.04073
1579578245.31461,49416004.00000,79.94223,-0.98734
1579578318.21592,49480211.00000,-391.47549,-0.96974
1579578393.27169,49546945.00000,-224.56743,-1.06954
1579578594.85756,49743660.00000,-557.44366,-1.00223
1579578594.87819,49742316.00000,-30.54394,-0.97837
1579578594.89803,49742416.00000,-388.72751,-1.05061
1579578661.15625,49807973.00000,-782.65674,-1.15017
1579578725.97762,49873104.00000,84.26156,-1.07927
1579578725.98443,49874570.00000,-446.38211,-0.96185
1579578726.01704,49874657.00000,83.26347,-1.02035
1579578911.12955,50069938.00000,84.57632,-1.12788
1579578974.60848,50135891.00000,-18.13942,-1.23168
1579578974.64054,50136938.00000,-74.63204,-1.15678
1579579282.22442,50463119.00000,82.44737,-1.24991
1579579406.21564,50594065.00000,82.70848,-1.33168
1579579468.62691,50661284.00000,82.66261,-1.19027
1579579468.62963,50660618.00000,83.15030,-1.29806
1579579530.20689,50726230.00000,-105.12934,-1.38714
1579579530.21262,50726339.00000,82.06134,-1.34699
1579579598.13591,50791572.00000,-6.79431,-1.43820
1579579598.15027,50790969.00000,81.58448,-1.54222
1579579659.42798,50857845.00000,-40.14898,-1.51743
1579579721.35904,50922864.00000,85.73637,-1.47934
1579579907.09627,51119783.00000,-38.42175,-1.57984
1579579968.31158,51185192.00000,-32.06398,-1.66885
1579580029.56017,51250009.00000,81.93894,-1.60961
1579580090.10237,51314866.00000,-19.82180,-1.71291
1579580090.12274,51314762.00000,52.93262,-1.63734
1579580152.05691,51381098.00000,82.38811,-1.22390
1579580152.06021,51381006.00000,-40.39481,-1.30258
1579580276.36224,51513031.00000,83.13699,-1.40828
1579580338.38135,51577884.00000,-266.64783,-0.92078
1579580338.39748,51577546.00000,85.39129,-0.90298
1579580338.40331,51578277.00000,82.51131,-0.87723
1579580462.62967,51709053.00000,-30.79589,-0.97669
1579580523.72220,51774568.00000,-50.69520,-0.95108
1579580645.06254,51904658.00000,57.75776,-1.05090
1579580705.45839,51971703.00000,-57.74616,-1.15747
1579580766.62698,52037222.00000,-53.49325,-1.26443
1579580828.72091,52101553.00000,-70.20280,-1.10272
1579580951.90947,52232272.00000,-63.37659,-1.07559
1579581013.07664,52298667.00000,83.11074,-1.03603
1579581076.14213,52363592.00000,-63.94599,-1.03246
1579581076.14917,52364192.00000,63.67426,-0.97939
1579581375.58820,52691938.00000,77.56647,-0.97573
1579581375.59451,52692226.00000,80.95261,-0.95373
1579581435.70993,52757688.00000,70.62806,-0.55367
1579581495.83156,52823069.00000,-73.47552,-0.44445
1579581555.47459,52889181.00000,-42.23195,-0.41625
1579581555.50696,52887932.00000,-235.68617,-0.50941
1579581555.51018,52887617.00000,61.66014,-0.60192
1579581734.60842,53085780.00000,81.62379,-0.53326
1579581794.46272,53150783.00000,82.91508,-0.46643
1579581794.46848,53150578.00000,-143.14706,-0.46679
1579581853.80651,53216669.00000,72.42352,-0.42007
1579582033.80031,53412743.00000,85.70484,-0.49670
1579582093.66487,53479360.00000,73.39752,-0.60455
1579582273.35601,53674414.00000,-18.24885,-0.70224
1579582333.22157,53740224.00000,85.02789,-0.67406
1579582393.48122,53806724.00000,-315.10922,-0.77723
1579582393.49596,53805073.00000,72.07384,-0.77088
1579582513.48433,53937178.00000,85.83356,-0.87765
1579582633.25144,54067714.00000,-22.65031,-0.81054
1579582633.27384,54068243.00000,-44.53373,-0.91315
1579582633.28726,54068121.00000,83.36781,-0.88921
1579582752.97043,54198729.00000,61.93248,-0.96434
1579582752.98055,54198822.00000,47.96506,-1.06493
1579582814.17852,54264483.00000,-208.27600,-1.00877
1579582814.21682,54264982.00000,81.53306,-0.96179
1579582874.25058,54329595.00000,-314.51123,-0.90256
1579582874.25201,54329921.00000,61.99601,-1.00554
1579583009.18611,54460730.00000,-522.22528,-0.92560
1579583082.73753,54527255.00000,-62.02747,-0.92579
1579583147.50458,54591856.00000,84.10406,-0.89174
1579583147.52080,54592795.00000,83.02996,-0.73723
1579583285.18293,54723397.00000,-19.44391,-0.84386
1579583285.21228,54724070.00000,83.14323,-0.92748
1579583539.64549,54985281.00000,82.95075,-1.03044
1579583609.87132,55051723.00000,82.49506,-0.98259
1579583678.86164,55117572.00000,50.94813,-1.08813
1579583678.86277,55116862.00000,-100.85524,-1.06705
1579583678.88181,55116577.00000,65.42763,-1.17355
1579583742.13599,55182379.00000,84.23817,-1.06856
1579583931.18557,55378174.00000,-94.50390,-1.02848
1579583994.58304,55444577.00000,85.38243,-1.10860
1579584185.51660,55640214.00000,85.53539,-1.05912
1579584371.33442,55838533.00000,-131.04207,-1.00066
1579584550.15615,56034009.00000,52.05955,-0.92245
1579584669.27448,56165504.00000,-111.77339,-1.02794
1579584848.93668,56361942.00000,83.48731,-0.67490
1579584908.63924,56427673.00000,-763.50464,-0.70267
1579584908.64380,56427381.00000,-56.75464,-0.77097
1579584968.23895,56493145.00000,81.28011,-0.74522
1579585028.26270,56558341.00000,-24.91424,-0.76138
1579585147.54426,56689930.00000,-39.38469,-0.85963
1579585207.50635,56754215.00000,-20.00709,-0.96316
1579585327.25152,56885447.00000,83.31015,-0.88631
1579585327.26259,56885601.00000,-59.39685,-0.98470
1579585447.28497,57017644.00000,-91.01119,-0.95463
1579585507.18517,57082507.00000,-77.81336,-0.90577
1579585567.35300,57148381.00000,-63.02821,-0.40424
1579585567.37125,57148576.00000,84.18594,-0.50720
1579585627.53184,57212947.00000,70.14202,-0.61056
1579585627.55024,57212938.00000,80.53457,-0.66748
1579585926.86189,57541004.00000,82.65368,-0.29911
1579585986.72368,57607980.00000,84.17657,-0.39591
1579585986.73956,57607021.00000,60.05466,-0.49330
1579586046.64358,57672510.00000,52.20360,-0.36975
1579586046.64797,57673467.00000,82.16577,-0.46505
1579586106.63105,57738571.00000,87.02926,-0.57119
1579586226.40878,57868493.00000,76.65037,-0.67727
1579586286.48011,57935443.00000,46.00791,-0.77725
1579586346.10292,58000465.00000,85.77880,-0.88251
1579586405.83757,58065879.00000,-144.05217,-0.96891
1579586405.85439,58065899.00000,-45.70157,-1.03577
1579586465.49609,58132180.00000,81.94193,-1.10130
1579586525.61805,58197673.00000,51.33907,-1.20271
1579586824.59600,58524164.00000,-247.59891,-1.30820
1579586885.05419,58590371.00000,61.85064,-1.31026
1579586945.27351,58655455.00000,84.32930,-1.41465
1579587004.96201,58720600.00000,87.13213,-1.51248
1579587004.98686,58720352.00000,-91.61414,-0.74798
1579587064.92141,58787763.00000,-202.92670,-0.68584
1579587124.78621,58851926.00000,85.44618,-0.55610
1579587184.69490,58918001.00000,-18.70045,-0.66023
1579587244.20422,58983008.00000,-19.57123,-0.76346
1579587244.23228,58982495.00000,-41.53298,-0.62498
1579587364.38603,59115332.00000,-7.51927,-0.57758
1579587364.42149,59114535.00000,88.46710,-0.51626
1579587364.42287,59114771.00000,79.56646,-0.50344
1579587424.35653,59180616.00000,86.96601,-0.60305
1579587544.30745,59311543.00000,60.92599,-0.22685
1579587544.31750,59311461.00000,-173.49318,-0.20078
1579587604.24507,59376815.00000,83.34331,-0.30504
1579587664.37636,59442339.00000,57.36428,-0.40284
1579587844.70414,59638308.00000,11.84367,-0.50499
1579587904.48437,59704147.00000,-21.45650,-0.60693
1579587904.52303,59703566.00000,41.64722,-0.70635
1579587904.53603,59704565.00000,87.16406,-0.70662
1579587965.48413,59770106.00000,87.74760,-0.64382
1579588085.48075,59901216.00000,79.67636,-0.74466
1579588145.53901,59965907.00000,83.04394,-0.69484
